S0,JOURNAL_TITLE,ARTICLE_TITLE,ARTICLE_ABSTRACT
S0,Jurnal Penelitian Hukum De Jure,Upaya Masyarakat dalam Pencegahan  dan Pemberantasan Pembalakan Liar di Indonesia ,"Setiap pembangunan akan membawa dampak terhadap perubahan lingkungan terutama eksploitasi sumber daya hutan dalam rangka pengelolaan dan pemanfaatan hasil hutan jelas akan menimbulkan efek dari perubahan. Perusakan hutan yang berdampak negatif salah satunya adalah kejahatan pembalakan liar (illegal loging) yang merupakan kegiatan unpredictable terhadap kondisi hutan setelah penebangan.Dalam melakukan pemberantasan atau menangani pembalakan liar ini pemerintah telah membentuk beberapa kebijakan termasuk beberapa kebijakan atau ketentuan perundang-undangan yang berkaitan dengan peran serta masyarakat.Dengan semakin meraknya pembalakan liar atau illegal logging yang dilakukan oleh pihak-pihak yang tidak bertanggung jawab sehingga menimbulkan kerugian baik terhadap Negara maupun terhadap masyarakat maka sejauh mana pemerintah terutama masyarakat dapat berperan serta dalam menanggulangi atau memberantas pembalakan liar atau illegal logging. Merusak hutan yang berdampak pada kerusakan lingkungan adalah merupakan suatu kejahatan sebagaimana dijelaskan dalam Pasal 108 BAB XV UU No. 32 Tahun 2009 tentang Perlindungan dan Pengelolaan Lingkungan Hidup.Dalam hal pengelolaan hutan saat ini harus diarahkan pada sebesar-besarnya kemakmuran rakyat sesuai dengan jiwa Pasal 33 Ayat (3) UUD 1945, dimana Negara menguasai sumber daya alam termasuk hutan yang dimanfaatkan untuk kemakmuran rakyat. Mengenai peran serta masyarakat dalam pemberantasan pembalakan liar atau penebangan liar atau penebangan liar (illegal logging) diatur dalam beberapa peraturan perundang-undangan.Kesadaran hukum masyarakat sangat diutamakan guna menunjang atau ikut berpartisipasi dalam pemberantasan pembalakan liar dan upaya mendorong tercapainya hutan lestari"
S0,Jurnal Penelitian Hukum De Jure,Implementasi Kearifan Lokal Sunda Dalam Penataan Ruang Menurut Undang-Undang Nomor 26 Tahun 2007 Tentang Penataan Ruang: Studi Di Bandung Jawa Barat ,"Negara mengakui dan menghormati kesatuan-kesatuan masyarakat adat beserta hak-hak tradisionalnya sepanjang masih hidup dan sesuai dengan perkembangan masyarakat. Konsep otonomi daerah membuat daerah diberi keleluasaan untuk mengelola dan memanfaatkan potensi sumberdaya yang dimilikinya, terutama dalam pemanfaatan lahan di daerah. Dalam proses penyusunan rencana tata ruang, peran masyarakat harus terlibat dalam seluruh proses dimulai dari tahap persiapan sampai pada tahap penetapan suatu rencana tata ruang wilayah. Masyarakat adat beserta kearifan lokalnya diakui eksistensinya dalam penataan ruang, bahkan peranannya diakomodir secara eksplisit dalam peraturan perundang-undangan. Metode yang dilakukan dalam tulisan ini adalah metode yuridis normatif yang didukung oleh data-data empirik di lapangan. Tulisan ini menjelaskan implementasi kearifan lokal sunda dalam penataan ruang di kota Bandung. Partisipasi aktif menjadi kunci agar masyarakat dapat berperan secara nyata dan bukan hanya sekedar aktivisme prosedural formiil."
S0,Jurnal Penelitian Hukum De Jure,Implikasi Hukum Kontrak Karya Pertambangan terhadap Kedaulatan Negara ,"Pertambangan termasuk kekayaan alam atau sumber daya alam yang terpenting dalam dunia modern, keberadaannya merupakan sesuatu yang tidak dapat diabaikan dalam menunjang perkembangan ekonomi dan kemakmuran semua negara, terlepas di tingkat kemajuan negara. Pertambangan juga merupakan aset yang perlu diperhitungkan, begitupun dengan negara Indonesia. Tetapi dalam kenyataannya telah menimbulkan dilema, di satu pihak sumber daya mineral perlu dikembangkan menjadi kekayaan nasional yang nyata bagi kepentingan kesejahteraan yang memadai untuk mengusahakannya, namun dipihak lain pemanfaatannya belum optimal apakah karena keterbatasan modal dalam negeri maupun kebutuhan terhadap sumber daya manusia yang terampil dan teknologi tinggi. Oleh karena tidak memungkinkan bagi pemerintah Indonesia untuk mengelola sumber daya alam yang ada dengan modal sendiri, maka peluang yang masih tersedia dan memiliki peluang besar adalah investasi modal asing. Melihat Kontrak Karya yang ada saat ini, menjadi pertanyaan apakah kontrak karya yang dibuat oleh pemerintah pusat dengan perusahaan pertambangan telah didasarkan pada amanat konstitusi Pasal 33 Undang-Undang Dasar 1945. Dengan menggunakan metode pendekatan yuridis sosiologis; dan tipe penelitian ini adalah deskriptif; serta alat penelitian yang dipergunakan adalah studi kepustakaan/library studies, dan studi dokumen dari bahan primer dan sekunder, dan metode analisis data kualitatif, dapat dikemukakan bahwa: Kontrak karya yang merupakan perjanjian baku, seharusnya memberikan porsi keuntungan yang lebih kepada bangsa Indonesia sebagai pemilik sumber daya alam, karena dimilikinya posisi tawar yang lebih tinggi. Dalam kenyataannya, dengan menjadi pihak dalam kontrak karya, tidak menjadikan pemerintah Indonesia memiliki posisi tawar yang seimbang mungkin.Untuk dapat mengakomodasikan kepentingan masyarakat yag ditinjau dari sisi kontrak kerjasama di bidang pengusahaan pertambangan, diperlukan revisi atas existing contracts dengan memasukkan ketentuan-ketentuan yang secara hukum mengikat pelaku usahadan Pemerintah, khususnya yang berkaitan dengan aspek community development dan pelaksanaan tanggung jawab sosial pelaku usaha."
S0,Jurnal Penelitian Hukum De Jure,Pertimbangan Hakim dalam Perkarapencemaran Nama Baik Melalui Media Sosial (Kajian Putusan Nomor: 324/Pid./2014/PN.SGM) ,"Pengadilan Negeri Sungguminasa melalui putusan nomor 324/Pid.2014/PN.SGM telah menghukum Terdakwa (FR) karena telah terbukti melakukan delik pencemaran nama baik melalui media sosial dengan pidana penjara selama 8 (Delapan) bulan. Permasalahan yang timbul adalah bagaimanakah pertimbangan hakim menjatuhkan putusan terhadap pertanggungjawaban pidana terhadap terdakwa yang telah terbukti melakukan kasus pencemaran nama baik melalui media sosial. Penelitian ini menggunakan jenis penelitian yuridis normatif. Pendekatan masalah yang digunakan dalam penelitian ini meliputi pendekatan undang-undang (statute approach), pendekatan konseptual (conceptual approach) dan pendekatan kasus (case approach). Hasil penelitian menunjukkan bahwa pertimbangan hakim nomor 324/Pid.2014/PN.SGM Pengadilan Negeri Sungguminasa telah mencerminkan putusan yang telah mencerminkan rasa keadilan. Dimana putusan hakim mampu menggali pertimbangan-perimbangan secara yuridis dan non yuridis, sehingga hakim dalam putusannya menemukan unsur kesalahan terdakwa terhadap pasal 27 ayat (1) UU ITE yang disangkakan penuntut umum. Putusan hakim atas kasus ini bahwa hakim mampu menggali nilai-nilai yang hidup dalam masyarakat dalam hal ini Adat Bugis-Makassar sebagai Adat yang menjadi falsafah hidup di tempat terjadinya peristiwa pidana."
S0,Jurnal Penelitian Hukum De Jure,Inisiasi Pemerintah Daerah dalam Mengatur Alternatif Penyelesaian Sengketa Tanah Berbasis Adat di Kabupaten Manggarai ,"Kabupaten Manggarai memiliki pengalaman panjang berhadapan dengan sengketa tanah, khususnya bila dikaitkan dengan eksistensi hukum adat yang hidup dan berkembang di dalam masyarakat Manggarai. Bertolak dari pengalaman tersebut, perlu adanya inisiasi Pemerintah Daerah Kabupaten Manggarai untuk mewujudkan alternatif penyelesaian sengketa tanah berbasis adat dalam rangka mengejawantahkan misi pembangunan Kabupaten Manggarai yang termaktub dalam Peraturan Daerah Kabupaten Manggarai Nomor 7 Tahun 2016 tentang Rencana Pembangunan Jangka Menengah Daerah Kabupaten Manggarai Tahun 2016-2021. Dengan demikian, perlu dikaji lebih lanjut bagaimana kewenangan Pemerintah Daerah dalam penyelesaian sengketa? Bagaimana inisiasi Pemerintah Kabupaten Manggarai dalam mengatur alternatif penyelesaian sengketa berbasis adat? Bagaimana peluang dan tantangan terhadap inisiasi Pemerintah Kabupaten Manggarai dalam mengatur alternatif penyelesaian sengketa berbasis adat? Pertanyaan tersebut dijawab melalui penelitian hukum normatif yang dikombinasikan dengan penelitian hukum empiris untuk menggali data primer dan sekunder yang relevan. Hasil penelitian ini menunjukkan bahwa terdapat peluang dan tantangan terkait pengaturan penyelesaian sengketa tanah berbasis adat."
S0,Jurnal Penelitian Hukum De Jure,Menakar Kedaulatan Negara dalam Perspektif Keimigrasian ,"Kedaulatan mengandung arti bahwa negara mempunyai hak kekuasaan penuh untuk melaksanakan hak teritorialnya dalam batas wilayah negara yang bersangkutan. Perwujudan kedaulatan negara tersebut diemban oleh Direktorat Jenderal Imigrasi. Namun, kini kedaulatan negara berada dalam situasi yang mengkhawatirkan. Hal tersebut, dapat dilihat dari semakin meningkatnya keberadaan pengungsi dan pencari suaka. Belum lagi adanya eksodus tenaga kerja asing asal Tiongkok yang kini mulai mengekspansi sektor ketenagakerjaan. Rumusan masalah yang diteliti dalam tulisan ini adalah bagaimana keberlakuan eksistensi kedaulatan negara Indonesia dalam perspektif keimigrasian. Metode penelitian yang digunakan adalah penelitian hukum normatif yang bersifat kualitatif dan logika berpikir campuran (deduktif dan induktif). Dari hasil penelitian dapat diketahui bahwa permasalahan kebijakan bebas visa kunjungan, keberadaan pengungsi dan pencari suaka, serta eksodus tenaga kerja asing Tiongkok berdampak langsung terhadap kedaulatan negara Indonesia. Hal ini tentu mempengaruhi tatanan ideologi, politik, ekonomi, sosial budaya, pertahanan dan keamanan, serta kedaulatan negara. Inilah yang menjadi tantangan serius yang harus dihadapi. Direktorat Jenderal Imigrasi harus menjadi otoritas terdepan dalam menjaga wibawa pintu gerbang negara (bhumi pura wira wibawa)."
S0,Jurnal Penelitian Hukum De Jure,Penggunaan Diskresi dalam Pemberian Status Kewarganegaraan Indonesia terhadap Archandra Thahar ditinjau dari Asas Pemerintahan yang Baik ,"Dalam memberikan kewarganegaraan Indonesia kepada orang asing, Pemerintah harus tunduk pada UU Nomor 12 Tahun 2006 Tentang Kewarganegaraan. Namun Kementrian Hukum dan HAM memberikan kewarganegaraan RI kepada Archandra, meskipun Archandra belum memenuhi syarat yang dimuat dalam Pasal 9 UU Nomor. 12 Tahun 2006 bahwa Permohoan pewarganegaraan harus sudah bertempat tinggal di wilayah negara Republik Indonesia paling singkat 5 tahun berturut-turut atau paling singkat 10 tahun tidak berturut-turut. Yang menjadi permasalahan dalam penelitian ini adalah Bagaimana Pengaturan Kewarganegaraan Indonesia ditinjau dari UU Nomor 12 Tahun 2006?; dan Bagaimanakah Kekuatan Hukum Diskresi Kemenkumham dalam pemberian status Kewarganegaraan RI Archandra Thahar Ditinjau dari UU Nomor 30 Tahun 2014 Tentang Administrasi Pemerintahan dan Asas-asas Umum Pemerintahan yang Baik?. Metode penelitian yang digunakan adalah yuridis normatif dengan menggunakan bahan hukum primer, sekunder dan tertier. Dari hasil penelitian disimpulkan bahwa Diskresi Kemenkumham dalam pemberian kewarganegaraan RI kepada Archandra Tahar bertentagan dengan Pasal 32 UU Nomor 30 Tahun 2014 tentang Administrasi Pemerintahan yaitu Diskresi yang sewenang-wenang, serta tidak sesuai dengan AUPB yaitu asas non diskriminasi, asas kepastian hukum. Oleh karena itu kedepannya, Kemenkumham dalam menggunakan kewenangan diskresi harusnya hanya untuk menyelesaikan persoalan-persoalan penting dan mendesak yang yang aturannya tidak ada, tidak jelas atau memberikan pilihan. "
S0,Jurnal Penelitian Hukum De Jure,Kekuasaan DPR dalam Pengisian Pejabat Negara dalam Sistem Ketatanegaraan Indonesia ,"Kekuasaan DPR dalam pengisian pejabat negara menimbulkan permasalahan ketatanegaraan karena meluas mulai dari mengajukan, memberikan persetujuan, memilih, memberikan pertimbangan dan menjadi tempat konsultasi terhadap hampir semua pejabat negara. Permasalahan yang menjadi fokus dalam penelitian ini adalah bagaimana kedudukan kekuasaan DPR RI dalam pengisian pejabat negara dalam sistem ketatanegaraan Indonesia? Dan bagaimana kedaulatan rakyat dan teori checks and balances dimaknai dalam kekuasaan DPR tersebut? Penelitian ini menggunakan penelitian hukum normatif. Berdasarkan hasil penelitian disimpulkan kekuasaan DPR dalam pengisian pejabat negara memiliki kedudukan penting dalam ketatanegaraan Indonesia sebagai wujud daulat rakyat dalam perspektif demokrasi serta sesuai dengan prinsip checks and balances. Walau demikian, meluasnya kekuasaan DPR tersebut membuat sistem pengisian pejabat negara bias, bahkan menimbulkan praktik kolutif dan koruptif. DPR sebagai lembaga politik-pun semakin memberikan dampak politisasi dalam pengisian pejabat negara. Untuk itu, perlu dikembangkan model pengisian pejabat negara yang melibatkan lembaga perwakilan yang partisipatif dan deliberatif yakni dengan melibatkan publik atau rakyat dalam proses pengisian pejabat negara sehingga akan dapat mewujudkan pemerintahan yang demokratis serta mengurangi dampak politis dari kekuasaan DPR dalam pengisian pejabat negara."
S0,Jurnal Penelitian Hukum De Jure,Sengketa Wilayah Maritim di Laut Tiongkok Selatan ,"Sengketa Laut Tiongkok Selatan merupakan sengketa terpanas di abad ke-21, dimana Tiongkok, Amerika Serikat dan sebagian besar anggota ASEAN terlibat secara tak langsung. Adapun 3 (tiga) hal mengapa negara-negara yang terlibat dalam konflik Laut China Selatan atau Laut Tiongkok Selatan seperti China, Taiwan, Vietnam, Filipina, Brunei Darussalam, dan Malaysia saling berkepentingan dalam memperebutkan wilayah kawasan laut dan daratan dua gugusan kepulauan Paracel dan Spratly di Laut Tiongkok Selatan. Pertama, wilayah laut dan gugusan kepulauan di Laut Tiongkok Selatan mengandung sumber kekayaan alam yang sangat besar, meliputi kandungan minyak dan gas bumi serta kekayaan laut lainnya. Kedua, wilayah perairan Laut Tiongkok Selatan merupakan wilayah perairan yang menjadi jalur perlintasan aktivitas pelayaran kapal-kapal internasional, terutama jalur perdagangan lintas laut yang menghubungkan jalur perdagangan Eropa, Amerika, dan Asia. Ketiga, pertumbuhan ekonomi yang cukup pesat di Asia. Permasalahan dalam penelitian ini lebih menekankan pada: 1. Apa yang melatar belakangi terjadinya Sengketa di Wilayah Maritim di Laut China Selatan atau Laut Tiongkok Selatan?; 2. Peran ASEAN dalam Sengketa di Laut China Selatan atau Laut Tiongkok Selatan? Penelitian ini adalah penelitian hukum normatif. Berdasarkan hasil penelitian disimpulkan bahwa sengketa yang terjadi di Laut Tiongkok Selatan merupakan sengketa antarnegara, karena aktornya bukan hanya negara-negara pengklaim namun juga negara-negara lainnya yang berkepentingan diwilayah tersebut. Oleh karena itu upaya penyelesaian sengketa maritim di Laut Tiongkok Selatan tidak saja pada aspek historis (sejarah) dan hukum tetapi juga melalui pendekatan perundingan secara damai. Berdasarkan hasil penelitian disarankan kepada para pihak yang bersengketa di Laut Tingkok Selatan untuk menyiapakan agenda penyelesaian sengketa tersebut melalui jalur hukum maupun membicarakannya melalaui forum-forum bilateral dan multilateral yang telah ada."
S0,Jurnal Penelitian Hukum De Jure,Implementasi Undang-Undang Narkotika Ditinjau dari Perspektif Hak Asasi Manusia ,"ABSTRACTNarkotika merupakan salah satu kejahatan yang grafiknya terus meningkat. Hampir semua elemen yang terdapat di dalam masyarakat tanpa membedakan status sosial dapat dimasuki oleh Narkotika, seperti anak- anak, pelajar, mahasiswa, selebritis, lembaga profesional dan tidak sedikit para oknum pejabat. Narkotika merupakan salah satu bentuk kejahatan atau tindak pidana yang disepakati (concensual crimes). Penanganan Tindak Pidana Narkotika tentu perlu campur tangan dari pemerintah. Di dalam Pasal 28I ayat (1) Undang- Undang Dasar Negara Republik Indonesia tahun 1945 disebutkan bahwa perlindungan, pemajuan, penegakan, dan pemenuhan hak asasi manusia adalah tanggung jawab negara, terutama pemerintah. Meskipun pada prinsipnya hak asasi manusia dapat dilanggar oleh setiap orang atau kelompok, namun berdasarkan hukum hak asasi manusia internasional, suatu negara tidak boleh secara sengaja mengabaikan hak dan kebebasan manusia. Rumusan masalah yang diangkat dalam penelitian ini adalah bagaimana implementasi Undang-Undang Nomor 35 Tahun 2009 tentang Narkotika ditinjau dari sudut pandang hak asasi manusia? Adapun tujuan dari penelitian ini adalah untuk mengetahui implementasi Undang-Undang Nomor 35 Tahun 2009 tentangNarkotika dari sudut pandang hak asasi manusia. Penelitian ini bersifat dekriptif-analisis dengan mengunakan pendekatan kualitatif. Pengumpulan data melalui wawancara mendalam, dokumentasi, dan observasi. Informan dipilih secara purposive sampling. Penelitian ini merekomendasikan bahwa perlu ada harmonisasi mengenai definisi pecandu, penyalahguna, serta korban penyalahgunaan narkotika, sehingga di dalam mendefinisikan dan menempatkan ketiga subjek hukum dalam konteks penegakan hukum narkotika tidak salah sasaran, serta penempatan rehabilitasi memiliki pengaruh yang sangat besar terhadap kemungkinan ditempatkannya seseorang di lembaga rehabilitasi. Kemudian, perlu diperjelas dan dipertegas antara kewenangan Badan Narkotika Nasional dengan Kepolisian Republik Indonesia dalam hal penanganan dan pemberatasan Narkotika; serta perlu ditambahkan/disusun bab khusus untuk Anak yang terlibat dalam penyalahgunaan Narkotika karena di dalam Undang-Undang Narkotika saat ini tidak ada dijelaskan lebih rinci bagaimana pengaturan tentang anak yang terlibat dalam penyalahgunaan narkotika."
S0,Jurnal Penelitian Hukum De Jure,Perlindungan Hukum Hak atas Tanah Adat (Studi Kasus di Provinsi Aceh Khususnya Kabupaten Bener Meriah) ,"Kabupaten Bener Meriah merupakan kabupaten hasil pemekaran dari KabupaenAceh Tengah,. Kabupaten Bener Meriah memiliki hak atas tanah yang diamnfaatkan bersama oleh masyarakat adatnya untuk untuk keperluan bersama seperti hulu air sebagai kerperluan sehari-hari dalam mengairi sawah ladang, air minum, dan tanah wilayah peternakan. Seiring pertumbuhan jumlah penduduk semakin besar pula masyarakat membutuhkan tanah untuk kehidupanya, sehingga banyak lahan-lahan untuk kepentingan bersama diambil alih untuk kepentingan indevidual. Oleh karena itu, perlu dilakukan penelitian ini untuk mengetahui bagaimana Pengakuan terhadap Eksistensi Masyarakat Hukum Adat dan bagaimana perlindung hukum Hak Atas Tanah Adat di Kabupaten Bener Meriah. Penelitian ini merupakan penelitian hukum empirik dengan pendekatan kualitatif.Dengan jenis dan pendekatan penelitian tersebut, peneliti mengumpulkan data dan informasi melalui wawancara dengan Ketua Lembaga Adat, Kepala Desa Bale Atu, Kepala Bagain Hukum Pemerintah Tingkat II Bener Meriah dan Beberapa Tokoh Masyarakat untuk menemukan jawaban pertanyaan penelitian yang selanjutnya dilakukan analisis. Hasil penelitian ini menemukan hasil bahwa di Kabupaten Bener Meriah Pertama, masyarakat masih mengakui keberadaan Lembaga-lembaga Adat sebagai lembaga yang mengatur kehidupan masyarakat, ini dibuktikan dengan dikeluarkannya Qanun Nomor 08 Tahun 2009 Tentang Pemerintahan Mukim. Kedua, keberadaan tanah adat sebagai tanah persekutuan masih cukup dikenal dan dilindungi terutama tanah adat diperuntukan untuk perueren (pertenakan), ini dibuktikan dengan dikeluarkannya Qanun Nomor 05 tahun 2011 tentang Lokasi Peternakan (Peruweren) Uber-Uber dan Blang Paku."
S0,Jurnal Penelitian Hukum De Jure,Eksistensi dan Efektivitas Pelaksanaan Tugas Balai Harta Peninggalan di Indonesia ,"Balai Harta Peninggalan adalah unit pelaksanaan teknis instansi pemerintah yang secara sruktural berada di bawah Direktorat Perdata Direktorat Administrasi Hukum Umum Kementerian Hukum dan Hak Asasi Manusia Republik Indonesia. Kedudukan Balai Harta Peninggalan sangat penting dalam sistem hukum keperdataan Indonesia tetapi belum dikenal masyarakat. Permasalahan dalam penelitian ini adalah bagaimana efektifitas dan efisiensi pelaksanaan tugas Balai Harta Peninggalan dan bagaimana persepsi penegak hukum. Metode yang digunakan dalam penelitian ini adalah yuridis sosiologis, memakai data primer dan sekunder yang dikumpulkan melalui penelusuran literatur dan pengumpulan data lapangan, kemudian dianalisis dengan pendekatan interdisipliner. Hasil penelitian menunjukkan bahwa tugas Balai Harta Peninggalan berdasarkan penetapan Pengadilan Negeri, laporan Dinas Kependudukan dan Catatan Sipil dan Notaris. Artinya pelaksanaan tugas-tugas dimaksud sangat bergantung kepada instansi terkait. Sebagai institusi yang banyak disebutkan dalam Kitab Undang-undang Hukum Perdata, Balai Harta Peninggalan masih sangat diperlukan sampai saat ini. Terutama kedudukan sebagai kurator dalam masalah kepailitan dan penundaan kewajiban pembayaran utang. Kementerian Hukum dan Hak Asasi Manusia perlu segera mendorong disahkannya Rancangan Undang-undang Balai Harta Peninggalan, sosialisasi secara berkala dan mengundang instansi terkait untuk lebih memperkenalkan Balai Harta Peninggalan dan tugas-tugasnya."
S0,Jurnal Penelitian Hukum De Jure,"Otonomi Khusus di Aceh dan Papua di Tengah Fenomena Korupsi, Suatu Strategi Penindakan Hukum ","Otonomi khusus di Aceh dan Papua, merupakan suatu desentralisasi asimetrik, sebagai jalan tengah untuk mewujudkan kesejahteraan masyarakat, dalam menyelesaian konflik bersenjata yang menginginkan pemisahan dari Negara Kesatuan yang merdeka. Penerapan otonomi khusus tersebut didasarkan pada Undang-Undang Nomor 18 Tahun 2001 tentang Otonomi Khusus Bagi Daerah Istimewa Aceh Sebagai Provinsi Nangroe Aceh Darussalam, dan Undang-Undang Nomor 18 Tahun 2001 Tentang Otonomi Khusus Bagi Provinsi Papua. Pemberlakuan otonomi khusus di Aceh, tidak dapat berjalan sebagaimana yang diharapkan. Reaksi keras menolak otonomi khusus dilakukan oleh gerakan perlawanan bersenjata Gerakan Aceh Merdeka (GAM). Namun berkenaan adanya bencana nasional Tsunami Desember 2004, dengan kehancuran Banda Aceh total, Meulaboh dan daerah sekitarnya, dengan korban tewas mencapai lebih dari 112.000 jiwa, dan dengan keterbukaan pemerintah, akhirnya tercapai MOU Helsinki Finlandia, yang berujung dikeluarkannya Undang- Undang Nomor 11 Tahun 2006 Tentang Pemerintahan Aceh. Adapun rumusan masalah dalam penelitian ini adalah apa yang melatarbelakangi fenomena korupsi di Aceh dan Papua, dan bagaimana strategi penindakannya. Metode yang dipakai adalah yuridis normatif. Dalam perkembangan di Provinsi Papua, dibentuk provinsi baru melalui Undang-Undang Nomor 35 Tahun 2008 Tentang Pembentukan Provinsi Papua Barat. Ironisnya upaya mensukseskan otonomi khusus tersebut, baik di Aceh maupun di Papua, justru terjadi fenomena korupsi. Sampai sekarang, pemberantasan korupsi yang dilakukan oleh jajaran penegak hukum yaitu Polri, Kejaksaan, maupun KPK, cenderung kurang maksimal Untuk itu sangat diperlukan strategi penindakan dengan langkah yang represif."
S0,Jurnal Penelitian Hukum De Jure,Penyelesaian Disparitas Putusan Pemidanaan terhadap Kriminalisasi Kebijakan Pejabat Publik ,"Artikel ini bertujuan untuk membahas tentang cara penyelesaian disparitas pemidanaan terhadap kriminalisasi kebijakan pejabat publik. Pada dasarnya ranah pertanggungjawaban kebijakan pejabat publik identik dengan hukum administrasi, tetapi pada kenyataannya aparat penegak hukum melakukan proses pemidanaan terhadap pejabat publik pemilik kebijakan tersebut. Berdasarkan fakta tersebut, menarik dipermasalahkan beberapa hal yaitu: apa yang menjadi persinggungan kriminalisasi kebijakan pejabat publik menurut hukum administrasi dan hukum pidana? dan bagaimanakah praktik pemidanaan terhadap kriminalisasi kebijakan pejabat publik di Indonesia? serta mengapa diperlukan penyelesaian disparitas pemidanaan terhadap kriminalisasi kebijakan pejabat publik? Hasil pembahasan mengemukakan bahwa terdapat titik singgung konseptual terkait kriminalisasi pejabat pembuat dan pelaksana kebijakan (yang berakibat merugikan keuangan negara) baik secara normatif maupun doktrin. Pada praktiknya, para hakim peradilan pidana memiliki ragam tafsir dalam hal memutus penghukuman dan pembebasan serta pelepasan dari segala tuntutan hukum terhadap pejabat publik yang bersangkutan. Untuk meminimalisir ketidakpastian hukum akibat disparitas pemidanaan tersebut maka diterbitkan Inpres Nomor 1 Tahun 2016 untuk mengarahkan Kepolisian dan Kejaksaan agar sebelum melakukan penyidikan terhadap penyalahgunaan wewenang (kebijakan) agar mendahulukan proses hukum administrasi pemerintahan sesuai Undang-Undang Nomor 30 tahun 2014. Sehubungan kedudukan Inpres yang notabene bukan merupakan jenis peraturan perundang-undangan maka daya ikatnya kurang kuat sehingga perlu dinaikkan statusnya menjadi sebuah Perpres. Selain itu untuk memperkuat solusi penyelesaian disparitas tersebut maka diperlukan juga penyusunan pedoman pemidanaan oleh Mahkamah Agung yang diperuntukkan bagi para hakim yang menangani perkara kriminalisasi kebijakan pejabat publik."
S0,Jurnal Penelitian Hukum De Jure,Diskriminasi terhadap Agama Tradisional Masyarakat Hukum Adat Cigugur ,"Salah satu corak dari masyarakat hukum adat ialah bersifat magis religius. Sifat magis religius yang ada pada masyarakat hukum adat Cigugur, salah satunya, berwujud Ajaran Djawa Sunda. Walaupun Ajaran Djawa Sunda sudah sejak lama hadir, tapi keberadaannya tidak luput dari diskriminasi. Bentuk-bentuk diskriminasi yang dialami oleh para pemeluknya, antara lain, mulai dari pelarangan beberapa aktivitas keagamaan Ajaran Djawa Sunda, pengkondisian secara sistematis agar pemeluknya berpindah ke agama lain yang diakui oleh negara, bahkan sampai ke tindakan pelecehan secara fisik. Diskriminasi tersebut disebabkan oleh beberapa hal, seperti adanya bentuk-bentuk intervensi dari hukum negara dan persoalan pengakuan secara yuridis terhadap keberadaan masyarakat hukum adat. Penelitian ini menggunakan metode penelitian hukum nondoktrinal."
S0,Jurnal Penelitian Hukum De Jure,Implikasi Putusan Hak Uji Materil di Mahkamah Agung terhadap Legalitas Pimpinan Dewan Perwakilan Daerah Republik Indonesia ,"Mahkamah Agung mempunyai kewenangan yang ditegaskan dalam Pasal 24A Ayat (1) UUD 1945, yakni menguji peraturan perundang-undangan di bawah undang-undang. Tulisan ini menguraikan permasalahan terhadap legalitas Pimpinan Dewan Perwakilan Daerah Republik Indonesia pasca Putusan Hak Uji Materil Mahkamah Agung Nomor 20P/HUM/2017 terhadap Peraturan Dewan Perwakilan Daerah Nomor 1 Tahun 2017 tentang Tata Tertib. Dalam tataran teoritis, penelitian ini diharapkan dapat memberikan sumbangan pemikiran terhadap perkembangan Hak Uji Materil terhadap serta sifat putusannya. Penelitian ini merupakan penelitian hukum dengan jenis penelitian yuridis normatif dan menggunakan jenis penelitian yuridis normatif. Pendekatan masalah yang digunakan dalam penelitian ini meliputi pendekatan undang-undang (statute approach), pendekatan konseptual (conceptual approach) dan pendekatan kasus (case approach). Adapun kesimpulan dalam penelitian ini, yakni Implikasi Pengangkatan Pimpinan Dewan Perwakilan Daerah Pasca Putusan Hak Uji Materil Mahkamah Agung Nomor 20P/HUM/2017, bahwa secara hukum, tindakan pemilihan pim-pinan baru versi jabatan 2,5 tahun itu tetap dilakukan berdasarkan peraturan yang telah dibatalkan, maka tindakan tersebut dapat disebut sebagai tindakan ilegal atau tindakan yang berlawanan dengan hukum. Konsekuensinya, tindakan tersebut menjadi tidak sah secara hukum dan dapat dinyatakan batal demi hukum."
