SINTA_INDEX,JOURNAL_TITLE,ARTICLE_TITLE,ARTICLE_ABSTRACT
S0,Journal of Mathematical and Fundamental Sciences,Hubungan Antara Besar Butir dengan Kekuatan dan Kekerasan pada Aluminium Paduan Berbutir Kasar ,"Sari. Hubungan Hall-Petch, t = i + KD-1/2 diteliti kembali dengan menggunakan aluminium paduan berbutir kasar, besar butir antara 0,069mm dan 0,404 mm, sebagai bahan uji. Hasil penelitian menunjukkan bahwa harga konstanta K dari perhitungan teoritik dan dari percobaan mempunyai kesesuaian yang tinggi, yaitu perhitungan teoritik K = 0,0514 dan percobaan K = 0,052; tetapi harga eksponen dari percobaan bukannya -0,5 melainkan -1,86. Hubungan antara kekerasan dan kekuatan hasil percobaan sesuai dengan hasil perhitungan teoritik, yaitu hubungan garis lurus dengan konstanta hasil percobaan C = 0,335 sedangkan perhitungan teoritik C = 0,35  0,39. Dengan hasil ini hubungan tersebut untuk aluminium menjadi t = 0.335 BHN. Butir-butir aluminium yang berlainan besarnya dihasilkan dengan cara regang-anil dengan merubah temperature anil pada harga regang dan waktu anil yang sama. Abstract. Hall-Petch relation, t = i + KD-1/2, is re-examined and tested to a coarse grain aluminum alloy with grain size between 0.069 mm and 0.404 mm. The result indicates that the theoretical and experimental value of K match each other closely, i.e. Kth = 0.0514 and Kexp = 0.052. 0n the other hand the experimental value of the exponent is -1.86 instead of -0.5. The experimental relation between hardness number and strength matches reasonably well to the theoretical analysis, which is linear. The experimental value of the linearity constant is Cexp = 0.335 and the theoretical constant is Cth= 0.35  0.39, therefore this aluminum alloy the relation is t = 0.335 BHN. The grain size difference of the specimen was obtained by strain-annealed method by varying the annealing temperature at constant strain and annealing time."
S0,Journal of Mathematical and Fundamental Sciences,Photometry of the Galactic Cluster NGC 6649 ,"Ichtisar. Dengan mengggunakan teknik fotoelektrik dan fotografik diberikanlah magnitudo dan warna daripada 80 bintang dalam gugus galaktik NGC 6649, dalam UBV Johnson. Dengan menggunakan reflektor 60 intji di Observatorium Boyden telah didapatkan observasi fotoelektrik dalam 3 warna. Untuk fotometri forografik telah diambil katja2 potret dalam 2 warna dengan menggunakan teleskop Schmidt 20-28 intji di Lembang. Modulus djarak visuil semu daripada NGC 6649 adalah 14,2 mag, ekses warnanja ialah 1,2 mag, dan modulus sesungguhnja ialah 10,6 mag., sesuai dengan djarak 1300 parsek. Observasi fotoelektrik membuktikan bahwa salah sebuah bintang dalam NGC 6649 mungkin adalah sebuah bintang berubah CepheidAbstract. By using photoelectric and photographic techniques magnitudes and colours in the Jhonson UBC system are given for eighty stars in the galactic cluster NGC 6649. Photoelectric three-colour observations were made with the 60 inch reflector at the Boyden Observatory. Photographic plates taken in two colours with the 20-28 inch Scmidht type telescope at Lembang were used for photographic photometry. The apparent visual distance modulus of NGC 6649 is 14.2 mag., the colour excess is1.2 mag. and the true modulus, corresponding to a distance of 1300 parsecs. The photoelectric observation show that one of the stars in the cluster of NGC 6649 is a possible Cepheid variable."
S0,Journal of Mathematical and Fundamental Sciences,Coriolis Concept : Useful or Not? ,"GAJA CORIOLIS DI SINI DIURAIKAN SECARA KWALITATIP. Perhitungannja didasarkan pada sistem salib sumbu-sumbu jang tetap dan lagi atas sistem salib sumbu yang bergerak (gaja coriolis).Diterangkan bahwa tjara dengan memakai sumbu jang tetap ini, adalah lebih mudah daripada tjara dengan perhitungan coriolis jang matematis komplex. Effek coriolis adalah menarik sekali, karena ini dapat memberi kesan yang salah, umpamanja untuk seorang pengamat satelit dari bumi. Djalan yang ditempuh satelit sesungguhnja terletak dalam bidang datar, tetapi si pengamat tadi melihatnja sebagai djalan lengkung."
S0,Journal of Mathematical and Fundamental Sciences,Spektrofotodensitometri untuk Menentukan Antidepresan Amin Trisiklik yang Beredar di Indonesia dalam Tablet dan dalam Urin ,"Penentuan kadar antidepresan amin trisiklik yang beredar di Indonesia (amitriptilin, nortriptilin, dan imipramin) dengan cara spektrofotodensitometri dilakukan terhadap tablet dan urin. Isolasi dari tablet dilakukan dengan methanol dan dari urin dengan eter. Cara ini sudah dicoba untuk menentukan kadar senyawa amin trisiklik dalam tablet dan urin sukarelawan setelah pemberian senyawa-senyawa ini dalam dosis tunggal.A spectrophotodensitometric method has been carried out for the determination of tricylic amine antidepressants available in lndonesia (amitriptyline, nortriptyline and imipramine) in tablets and urine. Isolation was done by methanol from tablets and by ether from urine. The method has been applied for examinations of tricyclic amine compounds in tablets as well as in urine of volunteers receiving a single dose of the compounds."
S0,Journal of Mathematical and Fundamental Sciences,Kontribusi Analisa Pengaturan Putaran Motor Sinkron dengan Inverter Sumber Arus Komutasi Beban ,"Sari. Tulisan ini merupakan suatu kontribusi mengenai pengaturan putaran motor sinkron dengan sumber listrik arus bolak-balik 3 fasa, penyearah dan inverter. Dalam pembahasan ditunjukkan bahwa konsep proses pengaturan motor sinkron adalah sama dengan proses pengaturan motor arus searah. Dari analisa tegangan keluar penyearah, dapat diturunkan persamaan yang berlaku untuk mengatur putaran motor sinkron. Yang perlu diperhatikan adalah batasan terjadinya komutasi paksa dan komutasi natural inverter, karena hal ini mempunyai implikasi terhadap dimensi dan berat peralatan. Dengan menganalisa posisi relatif tegangan fasa-netral dan arus masuk inverter, dapat ditentukan batas komutasi paksa dan komutasi natural inverter.Abstract. This paper is a contribution on, the synchronous motor speed control by rectifier-inverter three-phase alternating current supply. The synchronous motor speed control method is described as a direct current motor speed control method. Based on the analysis of the rectifier output voltage the equations of the synchronous motor speed control are derived. Emphasis should be taken on theoccuranceof the limitation of the forced commutation and natural commutation of the inverter since these limitations have implications on the dimensions and the weight of the equipment. Through the analysis of the relative positions of the line-to-neutral voltages and the inverter input currents, the limits of the forced commutation and natural commutation can be determined."
S0,Journal of Mathematical and Fundamental Sciences,Inhibisi Korosi Baja Karbon di dalam Larutan Karbonat-bikarbonat ,"Sari. Sistem absorpsi CO2 yang menggunakan absorben K2CO3 merupakan salah satu satuan operasi yang rawan korosi, terutama di bagian yang berhubungan dengan larutan kaya yang mengandung KHCO3. Baja karbon, yang biasa digunakan sebagai bahan konstruksi pada sistem absorpsi CO2 terkorosi oleh larutan K2CO3 + KHCO3 tetapi juga bersifat mampu pasif dalam larutan tersebut. Oleh sebab itu, korosi pada sistem absorpsi CO2 dapat dikendalikan dengan menggunakan inhibitor pasivator seperti KVO3. Dari hasil pengujian yang telah dilakukan, ternyata KVO3 dengan dosis 20 g/dm3 efektif menurunkan laju korosi baja karbon dalam larutan K2CO3 + KHCO3 pada suhu 100 C, dan turbulensi yang tinggi. Lapisan pasif yang terbentuk dengan penambahan inhibitor vanadate terutama terdiri dari n-Fe2O3 dan FeVO4 Na-benzoat, yang juga inhibitor pasivator, dapat menurunkan laju korosi baja karbon dalam lingkungan yang sama dengan efektifitas yang tidak jauh berbeda, tetapi dengan dosis lebih rendah (14 g/dm3). Lapisan pasif yang dihasilkan dengan penambahan inhibitor Na-benzoat terdiri dari n-Fe2O3 dan Fe2(OH)2CO3.Corrosion Inhibition of Carbon-Steel in Carbonate-Bicarbonate SolutionAbstract. Carbondioxide (CO2) absorption system, using K2CO3 as absorbent, is one of the absorption unit which is susceptible to corrosion attack, especially the parts contacting the KHCO3 rich solution. Carbon steel which used to be the construction material of CO2 absorption system, is susceptible to corrosion in K2CO3 + KHCO3 solution with a passivation tendency. The use of passivating inhibitor, especially KVO3, is one of the most popular corrosion prevention method. Experimental results show that 20 g/dm3 KVO3 is effective to inhibit corrosion of carbon steel in K2CO3 + KHCO3 solution at temperature up to 100C and high turbulence. This passivation is due to the formation of protective layer which consists of -Fe2O3 and FeVO4. Another passivating inhibitor, Na-benzoate, is found to be similarly effective to KVO3 in the same testing conditions. The passive film, formed by the addition Na-benzoate, consists of -Fe2O3 and Fe2(OH)2CO3."
S0,Journal of Mathematical and Fundamental Sciences,Daya Antibiotika dari Micromonospora Termofilik (Actinomycetales) yang Tumbuh Secara Aktif Selama Proses Pengomposan Sampah Kota ,"Ringkasan. Genus Micromonospora termasuk salahsatu genera dari Actinomycetales yang kurang dikenal. Kehidupannya umum secara mesofilik dan termofilik, dan ditemukan di dalam tanah, air, pupuk-kandang dan kompos. Tulisan ini akan melaporkan potensi daya antibiotika dari Micromonospora yang diukur berdasarkan sifat antagonismanya terhadap bakteria.Abstract. The genusMicromonosporabelongs to one of the least-known genera of the Actinomycetales. It comprises both mesophilic and thermophilic forms and is found in soils, in water, in manure and in composts. The present paper reports on antibiotic potential ofMicromonosporaas measured by its antagonism against bacteria."
S0,Journal of Mathematical and Fundamental Sciences,Beberapa Aspek Teori dan Pemakaian dalam Masalah Dekomposisi Singulir ,"Sari. Dekomposisi singular suatu matriks real dapat dipandang dari berbagai sudut. Dengan bantuan rangkaian dual, di sini akan dipandang dari sudut operator Escoutier yang berkaitan dengan matriks tersebut. Selanjutnya akan dikemukakan beberapa aspek yang diakibatkan oleh pandangan ini.Abstract. The singular decomposition of a real matrix can be approached from several points of view. Here we use the Escoufier's operator and the instrument called diagram of duality. With this instrument we can visualize all mathematical terms involved in that problem."
S0,Journal of Mathematical and Fundamental Sciences,"Preparation of Monomeric 2,2-Dymethil-1,3-PropyleneDimethylmalonate; Potential Example of Conformational Isomerism and An Example of the Use of Molecular Models in Research Studies ","Dengan penggunaan model2molekul dapat dilihat kemungkinan adanja suatu isomeri jang stabil dalam senjawa lingkar berinti delapan jalah monomer 2,2 dimetilpropilen dimetilmalonat (1).Senjawa ini dibuat dengan djalan reaksi pertukaran ester antara 2,2-dimetil-1,3-propandiol dan etil dimetilmalonat, dengan dibutilstanni dibutoxida sebagai katalisator.Suatu hasil jang lumajan dapat diperoleh dengan teknik destilasi bertingkat jang lambat sekali dari hasil tjampuran reaksi.Hasil tersebut telah diselidiki dan terbukti adalah senjawa lingkar berinti delapan jang diharapkan, jalah suatu matjam bentuk jang biasanja sukar sekali dibuat.Kenjataan telah diperoleh dengan penggunaan chromatografi gas bahwa isomer2konformasi dari I tidak stabil pada 150C.Belum didapat keterangan2 lebih landjut mengenai kestabilan isomer2konformasi pada suhu kamar."
S0,Journal of Mathematical and Fundamental Sciences,Penggunaan Fungsi Produksi Cobb-Douglas pada Analisis Sistem Produksi Citronella di Jawa Barat ,Sari. Penggunaan model fungsi produksi Cobb-Douglas pada sistem produksi citronella di Jawa Barat (sebagai tahap awal dari pengembangan model pembandingan ekonomi dari teknologi yang dipakai) menunjukkan bahwa sistem pfoduksi citrolella di Jawa Barat mempunyai hasil balik skala lebih besar dari satu.Abstract. The use of Cobb-Douglas production function on citronella production system in West Java (as preliminary stage of economic comparison model of the technology) showed that the return to scale of the system is larger than unity.
S0,Journal of Mathematical and Fundamental Sciences,Pembuatan dan Karakterisasi Ferit Heksagonal BaFe12O19 ,"Sari. Polikristal ferit heksagonal BaFe12O19 telah dibuat dengan cara standar pembuatan keramik. Serbuk murni BaCO3 dan Fe2O3 dengan komposisi non-stoikhiometrik BaO. n Fe2 O3 (n = 5,5, 5,7, dan 5,9) digiling dengan bola-bola baja dan dipanaskan pada suhu kalsinasi selama beberapa jam. Penambahan fluks 0,5% NaF pada campuran tersebut mengakibatkan penurunan suhu kalsinasi dengan 150'C-200C sehingga pembentukan ferit heksagonal dapat terjadi pada suhu 900C, bukan pada 1100'C-1200C seperti halnya tanpa fluks. Cuplikan yang diarahkan oleh medan magnet telah dikarakterisasi dengan difraksi sinar-X, menggunakan radiasi MoKa. Cuplikan-cuplikan tersebut juga diteliti dengan difraksi neutron dengan panjang gelombang phi = 1,071 A dan dilakukan pengukuran magnetik konvensional. Semua hasilnya dibandingkan terhadap hasil pengukuran pada cuplikan BaFe12O19 buatan pabrik Sumitomo, Jepang. Hasilnya jelas menunjukkan bahwa struktur kistal dan sifat-sifat magnetik ferit yang dibuat dalam percobaan ini mendekati cuplikan Sumitomo, sehingga cuplikan tersebut berguna sebagai bahan magnet permanen.Abstract. Polycrystalline hexagonal ferrites BaFe12O19 have been prepared by standard processes of ceramics. Pure BaC03 and Fe2O3 powders of non-stoichiometric compositions Ba . n Fe203 (n = 5.5, 5.7.and 5.9) were ball-milled and calcined for several hours. Addition of 0.5% NaF flux reduced the calcining temperature by 1500C-2000C thus enabling the formation of hexagonal ferrite at 9000C instead of 1100C - 12000C. Magnetically aligned specimens were characterized by X-ray diffraction using MoK radiation. These specimens were also examined by neutron diffraction with  = 1.071 A and standard magnetic measurements. All the present results were compared with those obtained from the BaFe12O19 specimens manufactured by Sumitomo, Co, Japan. The results clearly showed that the present made ferrites had crystal structures and magnetic properties fairly similar to those specimens manufactured by Sumitomo, Co and thus enabling them to be used as permanent magnet material."
S0,Journal of Mathematical and Fundamental Sciences,Kontribusi Analisis Induktansi Sendiri dan Induktansi Bersama pada Sirkuit Listrik dan Mesin Listrik Arus Bolak Balik 3 Fasa ,"Uraian dalam beberapa buku acuan tentang medan magnet dalam sistem listrik satu fasa tidak secara eksplisit menjelaskan fluksi bocor sehingga dapat menimbulkan kerancuan. Medan magnet yang ditimbulkan oleh lilitan sistem tiga fasa sering diasumsikan dapat diekivalenkan dengan sistem satu fasa sebenarnya. Dalam makalah ini dilakukan analisis induktansi sendiri dan bersama sistem tiga fasa dengan cara memperhitunhkan adanya pengaruh medan magnet dari lilitan lainnya. Ditunjukkan bahwa induktansi sendiri maupun induktansi bersama pada sistem satu fasa ekivalen dari sistem tiga fasa tidak sama dengan sistem satu fasa sebenarnya. Sebagai penerapan, ditinjau kasus pada transformator tiga fasa dan motor tak serempak tiga fasa.The magnetic field analysis in single phase electrical circuit is not explicitly explaining the leakage flux, giving a vague picture and understanding of thewhole process. The magnetic fields of the three coils in a three phase system are usually assumed to be equivalent to a single phase system. This will introduce a misconception, since the influences of the field magnetism of the other coils are not calculated. Also, the self inductance and the mutual inductances in a single phase system equivalent to a three phase system are not exactly equal to the real single phase system. As an example of application, the case of a three phase transformer and a three phase asynchronous motor have been studied."
S0,Journal of Mathematical and Fundamental Sciences,Penjebaran Amphibia dan Reptilia didataran Tinggi Bandung ,"Ringkasan. Studi mengenai penjebaran vertical dari amphibia dan reptilian telah dikerdjakan disebelah utara dataran tinggi Bandung, Djawa Barat selama bulan September sampai dengan Desember 1968. Dikemukakan bahwa enamribu tahun jang lalu dipresi Bandung pernah merupakan suatu danau luas jang dibentuk oleh hasil kegiatan gunung berapi. Hasil koleksi terdiri dari 200 specimen, diantaranja 13 specie amphibian dan 39 species reptilia. Ditundjukkan bahwa djulah species pada tiap lokalitas tidak sama dan menundjukkan suatu korelasi jang baik dengan ketinggian tiap lokalitas.Abstract. A study on a vertical distribution of amphibians and reptiles has been conducted at the northern part of Bandung Highland, West Java between the month of September and December 1968. According to geologist, six thousand years ago the Bandung Depression was an extensive lake dammed by the product of volcanic activities. Two hundred specimens of 13 species of the reptiles have been collected. The number of species in each locality shows good correlation with the altitude."
S0,Journal of Mathematical and Fundamental Sciences,"Perubahan Struktur Kristal dan Index Kerja Bijih Emas Cimanggu, Jawa Barat akibat Pemanasan Gelombang Mikro ","Sari. Energi yang dibutuhkan pada proses kominusi dapat mencapai 50-70% dari keseluruhan energi yang digunakan pada pengolahan mineral. Karena itu, diperlukan usaha untuk menurunkan pemakaian energi kominusi dengan mengubah sifat fisik bijih agar murah hancur. Pemanasan gelombang mikro pada bijih sebelum kominusi merupakan salah satu alternatif yang dapat diterapkan. Pada penelitian ini telah diamati besarnya energi penggerusan bijih emas dari Cimanggu, Jawa Barat sebelum dan sesudah diperlakukan dengan pemanasan gelombang mikro. Hasil penelitian menunjukkan bahsa pemanasan gelombang mikro dapat mengubah struktur fisik mineral. Perubahan struktur fisik mineral pembentuk batuan menyebabkan batuan tersebut menjadi lebih getas, dan adanya ""interal stress"" mengakibatkan kecepatan pemanasan yang tinggi menyebabkan timbulnya retakan sehingga dapat memperpendek waktu gerus dan menurunkan energi penggerusan. Dengan pemanasan gelombang mikro selama 5, 15, 30, 60, 120 dan 300 detik sebelum pengggerusan, indeks kinerja penggerusan dapat turun sekitar 20 sampai 35%.The Influence of Microwave Heating on the Crystal Structure and Work Index of Cimanggu (West Java) Gold OreAbstract. The energy consumed in the comminution can reach up to 50- 70% of the whole energy consumed in the mineral processing. It is necessary to reduce the consumption of the comminution energy changing the physical characteristic of the ore. The microwave energy heating used on the ore before comminution is one of the applicable alternatives. In this research the grinding energy of the Cimanggu gold ore, West Java, has been observed before and after the microwave heating treatment. The result indicates that the microwave treatment can cause physical structural changes on certain minerals, and the rock become more brittle. It can shorten and reduce the grinding time and energy. By microwave energy induced for 5, 15, 30, 60, 120, and 300 seconds prior to grinding, the work index was reduced by about 20 to 35%."
S0,Journal of Mathematical and Fundamental Sciences,Efek Perlakuan Rubratoksin B pada Tahap Praimplantasi terhadap Perkembangan Embrio Praimplantasi dan Fetus Mencit (Mus musculus) Swiss Webster ,"Sari. Rubratoksin B adalah metabolit sekunder yang dihasilkan oleh Penicillium rubrum dan Penicillium purpurogenum, yaitu kapang yang acapkali terdapat sebagai pencemar serealia, terutama pada bahan makanan dan pakan ternak. Rubratoksin B dosis tunggal 0,8 dan 0,9 mg/kg berat badan diberikan secara intraperitoneal pada mencit Swiss Webster umur kebuntingan 0 hari atau 2 hari (tahap praimplantasi). Mencit kontrol hanya diberi propilen glikol sebagai pelarut rubratoksin B. Efek perlakuan terhadap perkembangan embrio praimplantasi diamati pada umur kebuntingan 3,5 hari, sedangkan terhadap fetus pada umur kebuntingan 18 hari. Hasil pengamatan menunjukkan bahwa perkembangan embrio praimplantasi terhambat, ditandai oleh berkurangnya jumlah blastosista akhir dan jumlah sel penyusunnya, rerta masih adanya tahap perkembangan awal. Pada tahap pascaimplantasi tampak bahwa jumlah implantasi dan jumlah fetus hidup menurun, kematian intrauterus meningkat, dan muncul kelainan berupa langit-langit bercelah pada fetus. Secara umum, hasil pengamatan yang diperoleh berbeda nyata dari kontrol dan sejalan dengan besarnya dosis rubratoksin B yang diberikan. Pada perlakuan umur kebuntingan 0 hari, embrio lebih banyak terhambat pada tahap 1-8 sel dan morula tidak mampat, sedangkan pada perlakuan umur kebuntingan 2 hari terjadi pergeseran hambatan ke tahap yang lebih tua, terutama pada morula mampat. Terbukti bahwa perlakuan rubratoksin B pada tahap praimplantasi menghambat perkembangan embrio praimplantasi yang mengakibatkan penurunan jumlah implantasi dan jumlah fetus hidup, serla mampu memunculkan kelainan perkembangan pada fetus.Effects of Preimplantation Treatments of Rubratoxin B on the Development of Preimplantation Embryos and Fetuses of Swiss Webster Mouse (Mus Musculus)Abstract. Rubratoxin B is a secondary metabolite of Penicillium rubrum and Penicillium purpurogenum, which moulds are often contaminating cereals, particularly food and feed. Single dosages of rubratoxin B 0.8 and 0.9 mg/kg body weight were administered intraperitoneally to Swiss Webster mice on day 0 or day 2 of gestation (preimplantation stage). Control mice were given propylene glycol only as rubratoxin B solvent. The effects of those treatments on preimplantation embryos were observed on gestation day 3.5, whereas those on fetuses were observed on day 18 of gestation. The results revealed that the development of preimplantation embryos was inhibited, shown by the decreased number of late blastocysts and the presence of earlier developmental stages. In the postimplantation stage these occurred: reduction in the number of implantation sites and live fetuses, increased intrauterine death, and cleft palate in the fetuses. In general, the results of the parameters obtained differed significantly compared to the controls and were dose related. In the treatment on gestation day 0, most of the preimplantation developmental delays occurred at earlier stages, i.e. 1-8 cells stage and uncompacted morulae, whereas in the groups treated on gestation day 2 inhibition shifted to older stages, predominantly at compacted morulae. It is concluded that preimplantation treartments of rubratoxin B inhibit the preimplantation development of the embryos, and consequently decrease the number of implantation sites, as well as the number of live fetuses, and is able to induce fetal malformation."
S0,Journal of Mathematical and Fundamental Sciences,Survey on Important Pests of Rice and Vegetables with Emphasis on Population Trend and its Damage ,Ringkasan. Telah dilakukan pengamatan tentang komponen serangga dan arthopoda lain pada asosiasi padi dan sayuran. Didapatkan bahwa komponen tersebut masih cukup berarti dari segi rantai interaksi ekologis. Dilakukan penafsiran terhadap pola populasi penggerek batang padi serta serangga hama sayuran dengan cara sampling stadia muda dan dewasa. Diketemukan pola populasi yang tidak begitu bervariasi untuk suatu daerah yang luas di Jawa Barat.Abstract. The insects and other arthropode components of rice and vegetables association were investigated. It was found that these components were still meaningful from the aspect of ecological interaction. Estimate of rice-borers population trend and also of the vegetables pests were carried out by means of immatures and matures sampling. Apparently the variation of the population trend of rice as well as vegetable pests was small within a relatively large area in West Java.
S0,Journal of Mathematical and Fundamental Sciences,Daya Serap Energi Tumbuk dari Logam Paduan Tembaga-Aluminium ,"Sari. Mesin-mesin mekanik banyak yang mempunyai komponen yang bekerjanya selalu mengalami peristiwa tumbukan, sehingga dalam pemilihan bahan untuk komponen tersebut di samping kekuatan perlu diperhatikan juga daya serap bahan terhadap energy tumbuk. Dalam penelitian ini dipelajari daya terap energi tumbuk yang diubah ke dalam energy deformasi elastic dari tujuh logam paduan Cu-Al serta ketergantungan daya serap tersebut terhadap modulus elastic. Hasil penelitian menunjukkan bahwa harga modulus elastik lebih banyak dipengaruhi oleh struktur mikro logam paduan daripada oleh komposisi kimianya. Daya serapnya terhadap energi tumbuk yang diubah menjadi energi deformasi elastic menurun dengan naiknya harga modulus elastik.Abstract. Many components of mechanical machinery, during their service, undergo impact forces frequently. Therefore in selecting the material for these components, both its strength and its capacity in absorbing impact energy should be taken into consideration. In this work the capacity to absorb impact energy which is then converted into elastic deformation energy of seven Cu-Al alloys is studied and related to their modulus of elasticity. The result of the study shows that elastic modulus is more influenced by microstructure of the alloy than by its chemical composition. Further more it confirms that the higher its elastic modulus the lower its impact energy absorbing capacity."
S0,Journal of Mathematical and Fundamental Sciences,Aerial Observation of Gunung Merapi Central Djava ,"Pengamatan udara pada bulan Nopember 1961 dari Gunung Merapi di Djawa Tengah memberi kesimpulan bahwa kedua break in slope (tekuk pada lereng) jang terdapat di sana djuga merupakan batas-batas penggunaan tanah tanah atau vegetasi jang djelas. Ketiga vegetasi itu ialah: Sawah di bawah garis tinggi rata-rata 400 meter, ladang antara 400 dan 1500 meter, dan tanah tandus di atas 1500 meter. Daerah jang paling bawah tergolong dataran aluvium; daerah ladang terdiri dari endapan-endapan lahar, sedangkan puncak terdiri dari pyrokklastika. Sungai-sungai besar mempunjai tebing tegak di djalur vegetasi jang kedua. Tebing-tebing tegak itu mungkin disebabkan oleh ketidakpadatan dari endapan-endapan lahar. Bentuk-bentuk sawah dapat dipakai untuk mendapatkan kesan mengenaibesar lereng, jaitu galangan-galangan sawah dengan djelas mengikuti garis tinggi. Depresi jang terdjadi di tempat lidah lava 1961 berbentuk segitiga dengan puntjak yang memuntjak ke hilir, berlainan dengan depresi-depresi berbentuk segitiga sebagai hasil tanah longsor jang menjempit ke arah puntjak."
S0,Journal of Mathematical and Fundamental Sciences,Metode untuk Menghitung Gangguan Kilat oada Kawat Transmisi Tegangan Tinggi ,"Ichtisar. Metode AIEE1 jang lebih dari sepuluh tahun terachir ini dipakai untuk menghitung gangguan kilat pada kawat transmisi, ternjata tidak dapat lagi dipakai untuk kawat transmisi tegangan tinggi (150 Kv atau lebih). Metode ini memberikan hasil jang terlampau rendah. Metode2 jang lain (Teori Gelombang Berdjalan2, Teori Medan3,4 dan Metode Computer Monte Carlo5) telah ditjoba dan memberikan hasil jang lebih memuaskan. Berdasarkan teori2 jang disebut diatas penulis mentjoba menguraikan satu metode analitis jang dapat dipergunakan untuk computer atau dengan pertolongan mistar hitung.Abstract. AIEE method for calculating the lightning outages of transmission lines has been accepted and applied for more than a decade. It is realized that for extra high voltages (150Kv and higher) this method can no longer be applied. It gives too low values compared to observations. Some other methods (Traveling Wave Theory, Field Theory and Monte Carlo Computer Method) have been tried and give more satisfactorily results. Based on the theories mentionedabove the writer tries to outline an analytical method that can be applied to either computer orby mean ofslide rules."
S0,Journal of Mathematical and Fundamental Sciences,Ilmu Kimia Tanaman Lauraceae Indonesia: V. Eritrodiol 3-Asetat dari Litsea elliptica Bl. (Lauraceae) ,"Suatu triterpen, jenis oleanan, yang diperoleh dari kulit akar tanaman Litsea elliptica Bl. (Lauraceae) telah diidentifikasi sebagai olean-12-en-3,28-diol-3-asetat atau eritrodiol 3-asetat (I). Telah ditemukan pula suatu ftalat dan telah diidentifikasi sebagai bis(2-etilheksil) ftalat (III). Struktur kedua senyawa ini telah ditetapkan dengan menggunakan cara spektroskopi. Isolat lain, suatu triterpen yang diberi nama litselligenin, masih terus diteliti. Baik eritrodiol 3-asetat (I) maupun bis(2-etilheksil)ftalat (III) tidak pernah ditemukan sebelumnya pada tanaman Lauraceae, sedangkan senyawa terakhir merupakan senyawa ftalat kedua yang ditemukan pada Luaraceae.An oleanane-type triterpene isolated from the root bark of Litsea elliptica Bl. (Lauraceae) has been identified as olean-12-en-3,28-diol-3-acetate or erythrodiol 3-acetate (I). A phthalate has also been isolated and identified as bis(2-ethylhexyl)phthalate (III). The structure of both compounds have been elucidated based on spectroscopic methods. Work on another isolate, a triterpenoid named litselligenin, is in progress. Neither erythrodiol 3-acetate (l) nor bis(2-ethylhexyl)phthalate (III) have been isolated previously from the Lauraceae, and the latter compound represents a second phthalate to be isolated from Lauraceae."
S0,Journal of Mathematical and Fundamental Sciences,Penentuan Penggunaan Tanah Pertanian dengan Programming Linier Antardaerah ,"Ringkasan. Penggunaan Linear Programming Antardaerah (Interregional Linear Programming) sebagai teknik analisa, adalah relatif sangat baru (Birowo 1965). Di Indonesia dimana luas penggunaan tanah untuk pertanian adalah dominan, ditjoba untuk diadakan prediksi mengenai tata penggunaan tanah jang maximum, dengan pengandaian penanaman beberapa djenis tanaman pertanian (field crops). Dengan demikian perlu suatu metode dan model kerangka analisanja. Jang penting untuk ditondjolkan disini adalah persoalan transport, kesubutan tanah dan biaja penanaman sebagai variable dalam model ini. Hasil model ini adalah suatu usul luas2 tanah untuk tanaman pertanian tertentu, jang sejogyanja dipilih.Abstract. The Application of Interregional Linear Programming is relatively a new technique of analysis (Birowo 1965). This paper attempts to apply this technique in Indonesia where agriculture land use is dominant, assuming a certain field-crops being planted. In this scheme what is worth to note is the method and model of analysis. It is an endeavour to incorporate variables such astransportation, fertility of land and cost of production in the framework of the model. The result expected, is a proposal of land use pattern, in certain field crops, which is thought to be preferred."
S0,Journal of Mathematical and Fundamental Sciences,Efek Stimulatif dari Bacteria terhadap Pembentukan Tubuh-Buah Djamur Padi (Volvariella volvacea (Fr.) Sing.) ,Ringkasan. Penelitian terhadap ada tidaknya efek stimulatif dari bakteria tertentu terhadap pembentukan tubuh-buah djamur padi (Volvariella volvacea (Fr.) Sing.) telah dilakukan dalam kondisi semi steril. Ternjata bahwa adanja bakteria tertentu merangsang pembentukan tubuh-buah djamur padi.Abstract. A study has been made on the stimulative effect of certain specific bacteria upon fruit body formation of rice straw mushroom (Volvariellavolvacea(Fr.) Sing.) under semi-sterile condition. It was shown that the presence of specific bacteria stimulated fruit body formation of rice straw mushroom.
